client_id,recency_score
c29664181,1.0
c63089531,1.0
c92533582,1.0
c86042783,1.0
c18695149,0.9993275050437121
c01657159,0.9993275050437121
c78648241,0.9993275050437121
c00616301,0.9993275050437121
c77933010,0.9993275050437121
c89177905,0.9993275050437121
c01433560,0.9993275050437121
c78359920,0.9993275050437121
c92848951,0.9993275050437121
c35784911,0.9993275050437121
c25047089,0.9993275050437121
c83957288,0.9993275050437121
c80926713,0.9993275050437121
c24883208,0.9993275050437121
c33659166,0.9993275050437121
c89593218,0.9993275050437121
c25819964,0.9993275050437121
c10981600,0.9993275050437121
c28886184,0.9993275050437121
c89119876,0.9993275050437121
c30952046,0.9993275050437121
c19993069,0.9993275050437121
c02187955,0.9993275050437121
c39128692,0.9993275050437121
c75442494,0.9993275050437121
c53748708,0.9986550100874243
c94924046,0.9986550100874243
c33523740,0.9986550100874243
c87784426,0.9986550100874243
c81942274,0.9986550100874243
c15052755,0.9986550100874243
c97808233,0.9986550100874243
c26203787,0.9986550100874243
c26250509,0.9986550100874243
c09293013,0.9986550100874243
c96820574,0.9986550100874243
c20977311,0.9986550100874243
c50680526,0.9986550100874243
c19473872,0.9986550100874243
c60564220,0.9986550100874243
c19398318,0.9986550100874243
c03135138,0.9986550100874243
c58308932,0.9986550100874243
c04760465,0.9986550100874243
c35905974,0.9986550100874243
c61639068,0.9979825151311364
c46724550,0.9979825151311364
c03655953,0.9979825151311364
c04689514,0.9979825151311364
c38218237,0.9979825151311364
c41902335,0.9979825151311364
c07733347,0.9979825151311364
c15888805,0.9979825151311364
c89723786,0.9979825151311364
c35834420,0.9979825151311364
c68224211,0.9979825151311364
c54751460,0.9979825151311364
c92324426,0.9979825151311364
c93265234,0.9979825151311364
c45379979,0.9979825151311364
c90030291,0.9979825151311364
c14404933,0.9979825151311364
c53662867,0.9979825151311364
c63910971,0.9979825151311364
c03591755,0.9979825151311364
c86787153,0.9979825151311364
c94181501,0.9979825151311364
c29201997,0.9979825151311364
c18486223,0.9979825151311364
c84093412,0.9979825151311364
c20489386,0.9979825151311364
c47765792,0.9979825151311364
c69369418,0.9979825151311364
c99767148,0.9979825151311364
c36463821,0.9979825151311364
c55266190,0.9979825151311364
c64732310,0.9979825151311364
c66161175,0.9979825151311364
c89060134,0.9979825151311364
c25597235,0.9979825151311364
c64312785,0.9979825151311364
c39611328,0.9979825151311364
c34824778,0.9979825151311364
c21323487,0.9979825151311364
c11793460,0.9979825151311364
c22371504,0.9979825151311364
c90717916,0.9979825151311364
c50460855,0.9979825151311364
c71659786,0.9973100201748485
c11231546,0.9973100201748485
c64903572,0.9973100201748485
c18180959,0.9973100201748485
c48565666,0.9973100201748485
c66137911,0.9973100201748485
c08298125,0.9973100201748485
c97789153,0.9973100201748485
c56927943,0.9973100201748485
c12945785,0.9973100201748485
c99436180,0.9973100201748485
c94299552,0.9973100201748485
c22671097,0.9973100201748485
c24399796,0.9973100201748485
c55622168,0.9973100201748485
c40608445,0.9973100201748485
c30224920,0.9973100201748485
c03602371,0.9973100201748485
c14841334,0.9973100201748485
c44537754,0.9973100201748485
c13345449,0.9973100201748485
c12443578,0.9973100201748485
c73898545,0.9973100201748485
c13632943,0.9973100201748485
c97956330,0.9973100201748485
c22121281,0.9973100201748485
c72784004,0.9973100201748485
c22226367,0.9973100201748485
c26733253,0.9973100201748485
c20401500,0.9973100201748485
c46128093,0.9973100201748485
c83574490,0.9973100201748485
c99148295,0.9973100201748485
c37089836,0.9973100201748485
c83359578,0.9973100201748485
c15690318,0.9973100201748485
c47556956,0.9973100201748485
c71534300,0.9973100201748485
c43800153,0.9973100201748485
c56783111,0.9973100201748485
c77724581,0.9966375252185607
c97007787,0.9966375252185607
c44683371,0.9966375252185607
c71863657,0.9966375252185607
c46992292,0.9966375252185607
c99158935,0.9966375252185607
c90617549,0.9966375252185607
c03823716,0.9966375252185607
c45444720,0.9966375252185607
c80909999,0.9966375252185607
c11925502,0.9966375252185607
c88785089,0.9966375252185607
c51672745,0.9966375252185607
c88216642,0.9966375252185607
c40659279,0.9966375252185607
c26776048,0.9966375252185607
c36241063,0.9966375252185607
c99827925,0.9966375252185607
c40053040,0.9966375252185607
c14640642,0.9966375252185607
c30859397,0.9966375252185607
c64272658,0.9966375252185607
c79108797,0.9966375252185607
c18719974,0.9966375252185607
c76257272,0.9966375252185607
c37111678,0.9966375252185607
c17376286,0.9966375252185607
c14398214,0.9966375252185607
c15616811,0.9966375252185607
c08445176,0.9966375252185607
c09358802,0.9966375252185607
c69654475,0.9966375252185607
c16710122,0.9966375252185607
c16133162,0.9966375252185607
c22912339,0.9966375252185607
c33262018,0.9966375252185607
c55437524,0.9966375252185607
c27716224,0.9966375252185607
c08722064,0.9966375252185607
c47755082,0.9966375252185607
c21270108,0.9966375252185607
c58598846,0.9966375252185607
c61677160,0.9966375252185607
c86100991,0.9966375252185607
c26499328,0.9966375252185607
c66400414,0.9966375252185607
c90007085,0.9966375252185607
c61361304,0.9966375252185607
c66611280,0.9966375252185607
c37649464,0.9966375252185607
c57055393,0.9966375252185607
c78044520,0.9966375252185607
c83871353,0.9966375252185607
c88289725,0.9966375252185607
c81505351,0.9966375252185607
c82635093,0.9966375252185607
c99214887,0.9966375252185607
c74808093,0.9966375252185607
c16341197,0.9966375252185607
c65019037,0.9966375252185607
c79411070,0.9966375252185607
c05753917,0.9966375252185607
c58374149,0.9966375252185607
c48456818,0.995965030262273
c16525143,0.995965030262273
c46935714,0.995965030262273
c20104598,0.995965030262273
c95443606,0.995965030262273
c19445171,0.995965030262273
c06250939,0.995965030262273
c30225611,0.995965030262273
c32405996,0.995965030262273
c19715165,0.995965030262273
c50113313,0.995965030262273
c75327418,0.995965030262273
c84321946,0.995965030262273
c52594314,0.995965030262273
c87098211,0.995965030262273
c06008109,0.995965030262273
c39690511,0.995965030262273
c03967707,0.995965030262273
c88709740,0.995965030262273
c85787530,0.995965030262273
c66802442,0.995965030262273
c34038574,0.995965030262273
c95187315,0.995965030262273
c78301909,0.995965030262273
c77209777,0.995965030262273
c73744581,0.995965030262273
c40850791,0.9952925353059852
c02471389,0.9952925353059852
c42464901,0.9952925353059852
c63177766,0.9952925353059852
c76621760,0.9952925353059852
c45420574,0.9952925353059852
c61409729,0.9952925353059852
c19735566,0.9952925353059852
c22064706,0.9952925353059852
c49255601,0.9952925353059852
c58816361,0.9952925353059852
c61759958,0.9952925353059852
c24364801,0.9952925353059852
c60672804,0.9952925353059852
c40816213,0.9952925353059852
c75918138,0.9952925353059852
c61146889,0.9952925353059852
c87740824,0.9952925353059852
c63688230,0.9952925353059852
c20842546,0.9952925353059852
c34886263,0.9952925353059852
c83701113,0.9952925353059852
c70165324,0.9952925353059852
c71212630,0.9952925353059852
c81328703,0.9952925353059852
c52702394,0.9952925353059852
c09946131,0.9952925353059852
c54322614,0.9952925353059852
c13047942,0.9952925353059852
c69508073,0.9946200403496973
c91248524,0.9946200403496973
c21431171,0.9946200403496973
c31984074,0.9946200403496973
c76986148,0.9946200403496973
c92762825,0.9946200403496973
c67509464,0.9946200403496973
c75085545,0.9946200403496973
c17254132,0.9946200403496973
c85939522,0.9946200403496973
c88649754,0.9946200403496973
c56216038,0.9946200403496973
c53003201,0.9946200403496973
c72007953,0.9946200403496973
c89901059,0.9946200403496973
c16857222,0.9946200403496973
c46812057,0.9946200403496973
c62490658,0.9946200403496973
c75033817,0.9946200403496973
c24713961,0.9939475453934095
c80148176,0.9939475453934095
c52419863,0.9939475453934095
c15972285,0.9939475453934095
c50501959,0.9939475453934095
c60615235,0.9939475453934095
c41864692,0.9939475453934095
c67800661,0.9939475453934095
c43018294,0.9939475453934095
c36944573,0.9939475453934095
c90769371,0.9939475453934095
c38206170,0.9939475453934095
c33013444,0.9939475453934095
c42030322,0.9939475453934095
c87597056,0.9939475453934095
c79262632,0.9939475453934095
c77599223,0.9932750504371217
c63571956,0.9932750504371217
c28416802,0.9932750504371217
c07646268,0.9932750504371217
c36358453,0.9932750504371217
c27461835,0.9932750504371217
c09254541,0.9932750504371217
c96255825,0.9932750504371217
c79615187,0.9932750504371217
c35192897,0.9932750504371217
c67244895,0.9932750504371217
c35965138,0.9932750504371217
c52579171,0.9932750504371217
c69055953,0.9932750504371217
c78907562,0.9932750504371217
c38654974,0.9932750504371217
c25364926,0.9932750504371217
c85530372,0.9932750504371217
c15284276,0.9932750504371217
c19950018,0.9932750504371217
c75296385,0.9932750504371217
c52140966,0.9932750504371217
c44518408,0.9932750504371217
c15258623,0.9932750504371217
c91110625,0.9932750504371217
c72872511,0.9932750504371217
c50640041,0.9932750504371217
c93394984,0.9932750504371217
c71405469,0.9926025554808338
c35488382,0.9926025554808338
c98409456,0.9926025554808338
c05805263,0.9926025554808338
c49824886,0.9926025554808338
c11897614,0.9926025554808338
c43289962,0.9926025554808338
c30389547,0.9926025554808338
c34453935,0.9926025554808338
c93209117,0.9926025554808338
c22992795,0.9926025554808338
c56836235,0.9926025554808338
c53036393,0.9926025554808338
c17752846,0.9926025554808338
c20007464,0.9926025554808338
c35314446,0.9926025554808338
c10650753,0.9926025554808338
c21199798,0.9926025554808338
c42588709,0.9926025554808338
c74888364,0.9926025554808338
c93212715,0.9926025554808338
c53677522,0.9926025554808338
c31928949,0.9926025554808338
c14667422,0.9926025554808338
c81014329,0.9926025554808338
c86397563,0.9926025554808338
c27567520,0.9926025554808338
c30725145,0.9926025554808338
c05125865,0.991930060524546
c89231566,0.991930060524546
c17661392,0.991930060524546
c43695456,0.991930060524546
c51946882,0.991930060524546
c62662510,0.991930060524546
c52650219,0.991930060524546
c28869049,0.991930060524546
c17166476,0.991930060524546
c31600903,0.991930060524546
c68602129,0.991930060524546
c55789769,0.991930060524546
c31551823,0.991930060524546
c37446054,0.991930060524546
c40043935,0.991930060524546
c13965143,0.991930060524546
c63750570,0.991930060524546
c93688190,0.991930060524546
c38922355,0.991930060524546
c74421697,0.991930060524546
c67459549,0.991930060524546
c96320624,0.991930060524546
c59450301,0.991930060524546
c25153992,0.991930060524546
c29021975,0.991930060524546
c53671607,0.991930060524546
c84527269,0.991930060524546
c51489717,0.991930060524546
c88394053,0.991930060524546
c13622211,0.991930060524546
c32203987,0.991930060524546
c26862249,0.991930060524546
c04424567,0.9912575655682582
c48728989,0.9912575655682582
c56626349,0.9912575655682582
c76822370,0.9912575655682582
c18960609,0.9912575655682582
c15422603,0.9912575655682582
c70761149,0.9912575655682582
c62025043,0.9912575655682582
c09911316,0.9912575655682582
c23696347,0.9912575655682582
c14900851,0.9912575655682582
c92517332,0.9912575655682582
c90015828,0.9912575655682582
c26988782,0.9912575655682582
c22611710,0.9912575655682582
c21309473,0.9912575655682582
c09457646,0.9912575655682582
c26601789,0.9912575655682582
c30846446,0.9912575655682582
c44022823,0.9912575655682582
c62064037,0.9905850706119703
c66298239,0.9905850706119703
c17748422,0.9905850706119703
c79537525,0.9905850706119703
c76866600,0.9905850706119703
c33590598,0.9905850706119703
c66343342,0.9905850706119703
c04043142,0.9905850706119703
c18725459,0.9905850706119703
c64548718,0.9905850706119703
c38968985,0.9905850706119703
c88149641,0.9905850706119703
c50619795,0.9905850706119703
c65024960,0.9905850706119703
c29964494,0.9905850706119703
c56599167,0.9905850706119703
c46994176,0.9905850706119703
c82298548,0.9905850706119703
c11742594,0.9905850706119703
c21340974,0.9905850706119703
c09114991,0.9905850706119703
c57814034,0.9905850706119703
c84132034,0.9905850706119703
c46593188,0.9905850706119703
c12535683,0.9905850706119703
c65631523,0.9905850706119703
c35678950,0.9905850706119703
c73006240,0.9905850706119703
c18283948,0.9905850706119703
c80654563,0.9905850706119703
c42743940,0.9905850706119703
c33439982,0.9905850706119703
c00295548,0.9905850706119703
c21041191,0.9905850706119703
c07401929,0.9899125756556825
c52908338,0.9899125756556825
c72251665,0.9899125756556825
c82144700,0.9899125756556825
c15700954,0.9899125756556825
c06410889,0.9899125756556825
c19077149,0.9899125756556825
c96568571,0.9899125756556825
c66195771,0.9899125756556825
c51410369,0.9899125756556825
c16232125,0.9899125756556825
c35258388,0.9899125756556825
c34058752,0.9899125756556825
c07706867,0.9899125756556825
c56637093,0.9899125756556825
c42442828,0.9899125756556825
c73595381,0.9899125756556825
c34341339,0.9899125756556825
c63894623,0.9899125756556825
c88314683,0.9899125756556825
c03824566,0.9899125756556825
c28125541,0.9899125756556825
c03220112,0.9899125756556825
c35236087,0.9899125756556825
c14504269,0.9899125756556825
c34463385,0.9899125756556825
c68368828,0.9899125756556825
c41057161,0.9899125756556825
c77368973,0.9899125756556825
c21744004,0.9892400806993947
c68766319,0.9892400806993947
c44464741,0.9892400806993947
c97001043,0.9892400806993947
c97793137,0.9892400806993947
c54978136,0.9892400806993947
c98003543,0.9892400806993947
c26865145,0.9892400806993947
c56559241,0.9892400806993947
c36540867,0.9892400806993947
c80625576,0.9892400806993947
c57241445,0.9892400806993947
c99652545,0.9892400806993947
c91828344,0.9892400806993947
c16953597,0.9892400806993947
c58577597,0.9892400806993947
c24094259,0.9892400806993947
